event,reserve_code,station,station_name,parameter,min,max,mean,median
Matthew,ace,acejiwq,Jehossee Island (JI),temp,69.98,78.8,74.1426178010471,74.66
Matthew,niw,niwcbwq,Clambank (CB),temp,66.74,77.54,73.8608376963351,74.12
Matthew,niw,niwdcwq,Debidue Creek (DC),temp,67.1,76.82,73.7025130890052,73.76
Matthew,niw,niwolwq,Oyster Landing (OL),temp,66.74,77.18,73.7763636363636,74.12
Matthew,niw,niwtawq,Thousand Acre (TA),temp,64.76,77.72,72.8882722513089,73.76
Matthew,niw,niwwswq,Winyah Bay Surface (WS),temp,71.42,78.08,74.8704712041885,75.38
Matthew,niw,niwwbwq,Winyah Bay Bottom (WB),temp,70.88,78.8,75.0778010471204,75.56
Matthew,noc,nocrcwq,Research Creek (RC),temp,65.48,77.9,74.1379057591623,75.2
Matthew,noc,noczbwq,Zeke's Basin (ZB),temp,62.6,77.54,72.0275392670157,72.86
Matthew,ace,acefcwq,Fishing Creek (FC),turb,8,145,31.979057591623,27
Matthew,ace,acemcwq,Mosquito Creek (MC),turb,5,103,23.261780104712,19
Matthew,ace,acespwq,St. Pierre (SP),turb,8,303,37.9912739965096,23
Matthew,ace,aceeiwq,Edisto Island (EI),turb,4,349,37.3420593368237,21
Matthew,ace,acegpwq,Grove Plantation (GP),turb,9,594,57.7626527050611,32
Matthew,ace,acejiwq,Jehossee Island (JI),turb,3,541,44.4746945898778,8
Matthew,niw,niwcbwq,Clambank (CB),turb,6,858,41.259649122807,20
Matthew,niw,niwdcwq,Debidue Creek (DC),turb,6,182,22.9877835951134,15
Matthew,niw,niwolwq,Oyster Landing (OL),turb,6,138,26.3164335664336,18
Matthew,niw,niwtawq,Thousand Acre (TA),turb,6,992,183.466135458167,74
Matthew,niw,niwwswq,Winyah Bay Surface (WS),turb,4,197,20.5287958115183,13
Matthew,niw,niwwbwq,Winyah Bay Bottom (WB),turb,3,945,41.3821989528796,20
Matthew,noc,nocrcwq,Research Creek (RC),turb,2,88,9.59162303664922,5
Matthew,noc,noczbwq,Zeke's Basin (ZB),turb,-1,947,66.9028268551237,19
